region_schema,region_parent,region_child,agerange,2020-07-17,2020-07-18,2020-07-19,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24,2020-10-25,2020-10-27,2020-10-28,2020-10-29,2020-10-30,2020-10-31,2020-11-01,2020-11-02,2020-11-04,2020-11-05,2020-11-06,2020-11-07,2020-11-08,2020-11-09,2020-11-10,2020-11-11
lt_municipality,lt,kelmės,,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,6,6,9,14,14,14,14,14,14,17,21,25,27,31,36,37,41,42,47,53,56,66,72,75,76,87,100,110,115,119,127,131,137,148,160,170,185,197,204,212,223,256,268,268,269,274,289,301,311,311,312,333
lt_municipality,lt,kupiškio,,1,1,1,1,1,1,1,1,1,1,1,2,2,2,3,3,3,3,3,3,3,3,4,4,5,5,5,6,6,6,6,7,7,7,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,11,11,13,14,14,14,17,17,17,18,18,18,18,18,18,18,18,18,19,19,19,19,19,19,19,19,19,20,21,22,23,24,24,24,24,24,24,24,24,24,25,29,46,50,50,60,67,88,100,102,108,110,103
lt_municipality,lt,kėdainių,,4,5,8,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,13,13,14,14,14,14,14,14,14,15,15,15,15,16,17,19,21,23,23,23,23,24,24,24,24,24,25,26,26,27,27,27,27,27,27,28,28,33,35,36,36,38,38,38,39,39,40,40,41,41,41,41,41,42,42,43,45,45,45,48,48,54,57,62,62,80,90,95,102,118,122,135,147,150,177,220,236,252,285,322
lt_municipality,lt,lazdijų,,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,8,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,9,9,9,9,9,9,9,9,9,9,13,14,14,14,16,16,16,17,17,17,17,18,18,18,19,19,19,19,21,26,35,40,35,42
lt_municipality,lt,marijampolės,,79,79,79,79,79,79,79,79,79,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,82,83,83,83,83,83,85,85,85,85,85,85,85,85,85,85,85,86,87,87,87,87,88,89,89,89,89,89,89,90,91,91,91,91,93,94,95,95,95,95,96,97,97,97,98,98,98,98,98,100,100,101,101,103,104,105,116,125,130,135,145,157,178,184,198,202,211,218,233,252,303,319,337,372,393,432,485,540,566,579,605
lt_municipality,lt,molėtų,,5,5,6,7,7,7,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,13,13,13,15,17,17,19,19,19,25,34,34,37,40,40,40,40,41,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,44,45,45,45,46,45,46,46,46,46,46,46,46,46,46,46,46,46,46,46,46,52,52,55,55,57,57,60,62,67,70,71,72,72,74,76,78,79,80,84
lt_municipality,lt,panevėžio,,22,23,24,27,29,9,32,10,10,34,10,48,50,52,11,11,12,60,12,62,12,12,12,66,66,67,67,15,15,15,15,71,15,72,15,77,78,79,15,15,15,15,83,83,15,15,83,83,15,15,84,16,16,92,16,16,16,17,17,20,100,20,100,20,20,108,21,21,24,25,25,25,26,134,28,134,29,29,30,32,142,33,143,146,148,38,41,171,46,183,189,201,202,206,223,229,232,246,269,286,299,86,323,116,505,153,168,621,655
lt_municipality,lt,prienų,,5,5,5,5,5,5,5,5,5,5,7,7,9,10,11,12,13,15,19,20,20,20,21,22,22,22,22,23,23,23,24,24,24,24,24,24,24,24,24,24,24,26,26,26,27,28,28,28,28,29,29,29,29,29,29,29,30,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,29,30,30,30,30,30,30,32,32,32,34,36,39,39,39,41,43,47,53,60,62,73,76,81,85,92,102,111,116,115,131,162,173,181,197,235
lt_municipality,lt,radviliškio,,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,12,14,19,47,66,72,75,84,111,117,126,127,128,152,159,181,194,212,213,215,215,219,221,228,231,231,233,235,236,237,237,237,237,238,238,239,239,239,239,242,244,245,246,258,259,259,271,274,295,318,326,327,334,348
lt_municipality,lt,raseinių,,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,10,15,15,16,16,17,17,21,22,27,31,32,43,50,57,62,67,79,95,120,150,203,219,250,290,313,362,380,392,413,423,457,481,511,533,555,573,587,600,610,650,659,673,675,676,696,707,708,715,724,724,728,745,747,763,772,784,782,787,798,806,818,829,833,846
lt_municipality,lt,rokiškio,,3,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,9,9,9,9,9,9,9,9,9,9,9,9,11,11,11,12,17,17,17,17,17,18,18,21,21,21,22,22,22,22,22,22,22,22,22,22,22,22,22,23,23,23,24,24,24,25,25,27,28,28,28,28,28,28,28,28,28,32,33,32,33,35,35,35,35,38,40,50,59,62,61,65
lt_municipality,lt,tauragės,,9,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,15,15,15,15,16,17,18,18,18,18,19,19,19,19,19,19,19,30,38,38,38,39,41,41,41,42,43,45,45,49,49,49,49,50,50,50,51,51,51,51,51,51,51,51,51,51,52,52,52,52,52,53,56,56,56,56,57,57,57,58,58,60,61,61,63,63,64,65,66,68,74,76,77,87,102,116,122,133,133,140,167,190,200,206,222,252
lt_municipality,lt,telšių,,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,13,13,14,14,14,14,17,17,17,17,17,17,20,22,22,23,23,23,23,23,23,23,23,23,24,27,27,27,27,27,27,28,30,33,38,38,45,51,52,55,71,80,80,94,104,125,141,155,158,182,266,305,332,372,374,409
lt_municipality,lt,trakų,,13,13,13,13,15,14,14,14,14,14,14,15,15,15,15,15,15,15,16,17,17,17,17,18,18,18,25,23,23,24,26,26,27,27,28,28,30,30,30,30,30,30,30,30,30,30,31,32,37,37,37,37,37,37,37,37,37,39,39,40,40,40,40,40,40,41,41,41,41,42,42,42,41,41,42,42,42,42,43,43,45,46,47,52,59,58,58,58,60,64,66,66,68,69,75,80,84,90,101,109,120,121,125,153,174,183,185,190,209
lt_municipality,lt,ukmergės,,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,89,91,91,91,91,91,91,91,91,92,92,92,92,92,92,92,92,92,92,92,92,93,93,93,93,93,93,93,93,93,93,93,93,93,93,94,94,96,98,101,105,103,103,106,107,109,109,109,109,109,109,109,109,109,109,109,109,109,110,110,112,114,115,115,117,117,118,120,120,120,124,130,133,134,135,138,143,149,160,166,172,174,183,199,226,245,244,245,276
lt_municipality,lt,utenos,,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,12,12,12,12,12,12,13,13,15,15,15,15,17,17,18,20,20,20,20,20,21,21,22,22,22,22,25,25,25,33,33,33,34,38,52,55,63,63,64,77,84,94,94,98,108
lt_municipality,lt,varėnos,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4,5,5,5,5,5,6,6,7,7,7,7,8,8,8,11,11,12,13,17,21,35,46,50,53,54,67,80,87,93,96,107
lt_municipality,lt,vilkaviškio,,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,12,12,12,13,16,16,17,18,18,18,18,19,22,25,25,25,28,31,38,41,52,56,60,72
lt_municipality,lt,vilniaus,,296,296,299,531,302,304,305,305,305,306,307,307,308,308,567,308,310,577,315,588,598,317,318,318,318,319,637,320,320,321,679,321,322,322,753,764,327,327,328,328,821,329,329,331,331,332,334,335,336,338,339,339,341,951,343,344,344,344,346,349,351,1070,1084,358,358,358,361,362,368,1246,371,376,1316,379,383,385,388,394,401,405,408,1567,1600,429,434,1773,452,1905,454,462,474,501,514,529,558,2925,595,3433,679,699,716,4372,785,5039,925,5867,1000,6277,1106
lt_municipality,lt,visagino,,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,6,8,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,12,12,12,12,12,12,12,12,12,12,13,13,13,13,13,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,15,15,15,16,16,16,16,17,18,18,18,18,18,18,18,19,20,21,21,22,19,19,21,19,19,19,19,21,22,25,26,26,26,26,29,39,42,42,41,47
lt_municipality,lt,zarasų,,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,6,6,6,6,6,7,7,7,7,7,7,7,7,8,8,8,8,8,9,13,15,16,18,21
lt_municipality,lt,šakių,,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,10,10,10,10,10,10,10,10,11,11,11,11,12,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,14,14,14,15,15,15,16,16,16,16,16,16,17,17,17,17,17,18,24,27,27,28,28,32,34,34,34,34,35,37,38,39,40,41,41,41,43,47,51,57,58,61,65,68,74,83,89,95,101
lt_municipality,lt,šalčininkų,,16,16,16,17,17,18,18,20,20,20,22,23,23,23,25,25,26,26,26,26,26,27,27,27,27,27,28,28,28,28,28,28,28,29,29,30,30,30,30,30,30,30,30,30,30,31,31,31,31,31,31,32,32,33,34,34,34,34,35,36,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,35,36,36,36,36,36,36,36,36,36,36,36,36,36,37,39,40,43,44,47,47,50,55,57,65,66,68,80,98,107,126,135,149
lt_municipality,lt,šiaulių,,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,12,14,14,14,14,14,14,15,17,20,22,22,22,25,27,28,30,31,33,33,46,52,55,57,63,74,78,85,91,97,99,103,105,109,110,136,136,144,145,155,163,168,175,179,188,193,196,201,209,216,226,263,274,294,303,325,336,347,348,366,415,434,445,452,475,502
lt_municipality,lt,šilalės,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,9,9,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,12,12,12,12,16,17,18,22,22,23,22,23,23,26,27,28,29,29,30,34,37,47,57,59,59,68,74,88,94,115,125,153,199,218,250,262,281,296
lt_municipality,lt,širvintų,,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,21,21,21,21,21,22,22,24,26,27,29,30,34,38,45,51,55,64,69,79,97,108,115,119,124,145,193,204,206,211,240
lt_municipality,lt,švenčionių,,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,14,16,17,18,19,23,31,34,34,36,38,38,38,41,41,41,41,42,43,43,43,43,43,44,46,48,48,48,49,49,49,49,49,49,49,49,49,49,49,49,49,50,50,51,51,52,56,61,64,65,72,83,88,92,100,110,111,117,123,135,139,146,151,155,158,170,194,209,215,229,231,252,300,325,352,355,366
