region_schema,region_parent,region_child,agerange,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06
lga,au-vic,colac otway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,3,7,,,0,17,3,,,,,22,,,12,1,-2,4,1,0,0,,,,-11,-13,-2,-4,-7,-6,-3,-3,-21,-3,1,-1,-1,-3,1,0,,,1,1,0,1,5,5,1,1
lga,au-vic,colac-otway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,15,,,17,,,3,4,0,22,2,-2,0,13,-2,,,0,0,-3,-2,-2,-11,,,,-7,-6,,,,,,,,,,,,,1,0,,,,1,,
lga,au-vic,corangamite,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,,,,,,,,0,,,,,,,,,,,0,0,0,0,,,0,0,,,0,0,1,-1,1,0,-1,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0
lga,au-vic,darebin,,0,0,0,0,-1,,,,0,2,-2,1,1,0,0,0,-1,-1,-1,0,0,0,1,0,0,0,0,0,-1,1,0,0,0,0,0,0,3,0,,,1,,,,,2,1,,,1,1,-1,3,-1,,-1,3,4,12,8,-11,24,-21,36,4,8,2,4,4,-3,1,-3,8,5,4,4,-1,15,22,-1,0,26,10,37,21,12,9,-5,0,13,-1,13,4,15,4,-2,-1,4,-60,-17,-11,-13,-4,-2,-8,-10,,,0,-36,0,1,-13,-6,0,-11
lga,au-vic,east gippsland,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,,,,,,,,0,,,,,,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,1,0,2,0,0,0,,,0,0,0,0,0,0,0,0
lga,au-vic,frankston,,0,0,0,-1,-1,,,,0,,,0,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,0,1,,,0,0,0,1,0,,1,1,-2,2,-2,0,2,-2,4,1,0,3,3,0,1,2,3,0,10,2,-1,2,7,9,0,-5,8,4,3,7,2,-1,3,2,0,1,6,4,0,0,8,6,-1,-17,-2,-1,-5,-3,-4,-5,-1,,,0,-5,0,-7,-8,2,0,-2
lga,au-vic,gannawarra,,0,,,,,,,,,,,,,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0
lga,au-vic,glen eira,,-1,0,-1,1,0,,,,2,0,-2,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,,,0,,,,,2,-1,,,1,-2,-1,0,-1,,1,1,0,1,0,0,3,3,2,2,2,2,0,1,3,3,3,1,3,4,3,2,5,7,2,4,4,4,9,-1,-2,-3,-3,-1,2,-1,2,-3,1,-1,2,0,-3,-21,-3,-3,-7,-9,5,-2,-4,,,0,0,0,-6,-1,0,1,0
lga,au-vic,glenelg,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,,,,,,,,,,,,,,,,,,,0,0,0,0,,,0,0,,,1,0,1,0,0,0,2,1,0,0,0,7,0,-1,0,1,0,0,1,-1,2,0,1,-4,-1,-6,2,0,0,-2,0,0,0,-1,0,-2,0,-2,0,0,,,0,0,0,0,0,0,0,0
lga,au-vic,golden plains,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,,,,,,,,0,,,,,,,,,,,0,0,1,-1,,,0,1,0,0,0,1,3,0,0,-2,0,-1,0,1,2,0,0,2,0,0,0,2,0,1,0,0,-2,0,0,0,0,0,-4,-3,-1,0,-2,0,0,0,-1,0,0,0,,,0,0,0,0,0,0,0,0
lga,au-vic,greater bendigo,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,,,,,,,,0,1,,,0,1,-1,0,0,,0,1,0,1,0,0,1,-2,1,0,0,1,0,0,0,0,0,0,2,2,3,0,7,1,0,0,7,-1,4,10,9,5,3,1,-3,-1,-1,4,-2,-5,-2,-3,-6,-11,0,-2,-1,0,-1,0,-7,,,-1,-1,0,0,1,-2,-1,-2
lga,au-vic,greater dandenong,,0,0,0,-1,0,,,,0,,,0,0,0,0,0,1,0,0,0,1,0,0,-1,0,0,-1,0,0,2,0,0,0,1,1,-1,-1,0,,,0,,,,,0,0,,,-2,0,0,0,0,,2,-1,0,1,0,-3,4,-4,9,8,3,12,4,7,10,9,7,14,3,12,25,6,14,12,5,15,7,3,7,7,2,7,-4,-9,5,-4,1,8,2,-4,7,-5,-6,-59,0,-11,-8,-10,5,0,-7,,,-9,-4,0,-5,-20,0,-14,-5
lga,au-vic,greater geelong,,0,,,0,0,,,,0,,,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,,,0,,,,,0,1,,,0,1,-1,0,-1,,1,0,3,0,0,0,1,1,0,1,-2,5,2,5,0,5,6,0,2,0,4,9,15,14,15,0,18,14,12,-1,19,4,10,4,12,-1,-7,-5,2,-11,-3,4,-8,-33,0,-20,-8,-2,-14,-8,5,,,-4,-5,0,-10,-2,0,-17,-2
lga,au-vic,greater shepparton,,0,,,0,0,,,,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,0,0,,,0,0,0,1,0,,0,0,-1,1,1,1,-1,-1,0,0,0,1,0,0,0,0,-1,0,0,-1,0,0,0,1,0,0,0,0,0,0,3,3,1,1,3,3,3,0,0,2,0,-1,0,-3,2,-1,-1,1,0,-2,0,,,0,-10,0,0,0,0,-1,-1
lga,au-vic,hepburn,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,,,,,,,,0,,,,,,,,,,,0,0,0,0,,,0,0,,,0,0,,,0,0,0,,,,,0,,,0,2,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0
lga,au-vic,hindmarsh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,,,0,0,0,,,,,0,,,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,0,0,,,,0,,
lga,au-vic,hobsons bay,,0,-1,0,0,-1,,,,0,-1,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,,,0,,,,,1,1,,,2,1,0,2,5,,0,-2,9,-3,5,-5,14,7,8,6,0,6,-1,7,0,2,-3,9,3,-4,8,-2,1,2,9,12,0,7,9,14,-1,8,6,15,-3,-3,13,8,-1,2,-4,3,1,-35,-11,3,-4,-8,-4,-8,0,,,-14,-6,0,12,-6,-8,0,0
lga,au-vic,horsham,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,,,,,,,,0,,,,,,,,,,,0,0,0,0,,,2,1,-1,1,1,-1,1,0,0,1,2,0,0,0,0,0,0,0,0,0,-1,0,-1,0,0,0,-2,1,0,-1,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,,,0,0,0,0,1,0,0,0
lga,au-vic,hume,,2,0,1,-1,1,,,,-5,0,-1,0,-1,0,-3,-3,0,0,0,0,1,1,3,1,1,0,2,-1,-2,-3,-3,-1,0,1,0,1,-2,2,,,2,,,,,2,5,,,31,3,-4,8,15,,15,12,24,9,33,-56,93,-11,16,29,-3,23,-14,22,21,6,8,-5,16,27,11,0,36,32,2,35,-9,3,37,31,8,23,-12,7,-2,-13,0,-4,4,-10,-16,-13,-4,-188,-21,0,-34,-37,10,-6,-21,,,-12,-18,0,-9,-32,-1,0,-5
lga,au-vic,indigo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,,,0,0,0,,,,,0,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-1,0,1,0,-1,0,0,0,0,,,0,0,0,0,0,0,0,0
lga,au-vic,interstate,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,0,,,,,,,,1,,,,,0,,,,,,-1,-1,1,1,,,0,0,,,0,0,,,0,1,0,,,,,0,,,0,0,1,1,-1,-1,0,,,,-1,-2,0,1,0,-2,0,-1,-3,-1,-1,6,0,1,1,0,,,0,-3,0,0,-6,4,-1,-1
lga,au-vic,kingston,,0,0,-1,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,0,0,0,0,,,0,,,,,0,2,,,-1,0,0,-1,-1,,0,0,2,1,0,1,0,1,5,2,0,1,6,6,7,0,5,4,4,9,2,-1,1,-2,-3,0,15,13,3,6,3,3,2,7,14,5,0,-2,2,9,0,-3,7,-25,0,-5,-14,-11,-3,-9,0,,,-4,0,0,1,-11,-4,0,-1
lga,au-vic,knox,,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,-2,0,0,1,0,1,,,1,,,,,0,0,,,0,0,0,-3,3,,0,-2,1,2,1,-1,1,-1,1,4,0,3,-1,2,4,4,0,4,7,3,2,3,3,-2,2,0,2,2,2,5,6,1,2,0,2,4,-3,-2,0,-1,1,-4,-3,-21,-8,0,-3,-2,-1,-1,1,,,-4,-1,0,-2,-5,0,0,0
lga,au-vic,latrobe,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,,,,,,,,0,0,,,0,0,0,-1,1,,0,-1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,1,1,1,1,3,2,0,6,1,0,2,4,0,1,-1,-5,2,-1,-2,-4,-5,0,-2,0,0,0,0,,,2,0,-1,-1,1,0,0,0
lga,au-vic,loddon,,0,,,,,,,,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,-1,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0
lga,au-vic,macedon ranges,,0,0,0,0,0,,,,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,,,0,,,,,0,0,,,0,0,0,0,0,,0,0,0,0,1,0,0,2,0,0,0,1,1,-1,0,1,1,2,0,2,2,-1,3,5,1,0,8,2,6,0,-1,-6,-4,2,0,0,2,2,1,0,-3,-2,1,-8,-4,-1,0,-1,0,0,-6,,,0,-1,0,-2,-2,0,0,0
lga,au-vic,manningham,,0,,,,,,,,,,,,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,,,-1,,,,,0,0,,,0,2,1,3,-1,,2,3,1,3,-1,3,8,2,4,2,0,4,0,3,0,0,-3,4,-2,0,2,-2,3,3,-1,9,0,7,4,3,2,4,-1,-1,-2,0,1,-4,-3,-4,-1,1,-1,-21,0,-6,0,-2,0,-3,-2,,,-1,-1,0,-2,-5,-3,0,-1
lga,au-vic,mansfield,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,,,,,,,,0,,,,,,,,,,,0,0,0,0,,,0,0,,,0,0,1,0,-1,0,1,0,-1,1,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,-1,0,0,0,-2,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0
lga,au-vic,maribyrnong,,1,0,0,-1,-2,,,,0,0,0,0,-1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,2,,,,,1,2,,,0,1,2,4,-2,,8,0,3,8,11,-16,22,7,5,4,0,14,8,5,8,4,0,10,11,3,12,6,14,16,10,0,2,15,28,-3,1,24,7,4,4,-14,-1,-3,-9,-10,-4,-16,-7,-77,0,-10,-7,2,-2,-9,-10,,,-13,-1,0,-3,-5,3,-4,-5
lga,au-vic,maroondah,,1,0,0,0,-1,,,,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,,,0,,,,,-2,0,,,0,0,0,1,2,,0,0,1,1,2,-1,2,-3,4,1,0,2,0,1,2,2,1,2,4,7,2,5,4,1,3,1,0,1,0,-1,0,-3,0,-4,0,2,2,4,-1,-4,-2,-3,-2,-12,-3,1,-3,-1,1,-3,0,,,-2,-2,-1,0,1,0,-1,-1
lga,au-vic,melbourne,,0,0,0,-1,2,,,,-1,-2,0,5,-1,-3,-9,0,0,1,0,4,0,3,-1,0,-1,0,2,-3,-2,0,0,-1,1,1,-1,2,11,-1,,,8,,,,,-1,1,,,0,17,-6,20,15,,14,46,-12,87,26,-68,50,-2,16,39,0,35,-25,-2,3,1,-13,18,-2,12,-4,-11,14,-11,1,12,8,-2,1,-5,1,1,14,1,2,-9,1,-1,-4,-10,-2,-10,-4,-118,-17,-5,3,-18,-5,-6,-7,,,-6,2,0,-7,-13,2,0,-1
lga,au-vic,melton,,2,1,0,0,0,,,,-1,-2,3,0,2,-3,1,-2,0,0,-2,0,-1,0,0,1,0,0,-1,-1,0,0,-1,0,0,0,0,0,1,0,,,1,,,,,1,2,,,2,5,-2,1,-3,,2,-6,9,4,6,-7,31,11,13,24,0,18,1,10,12,18,4,26,16,19,15,8,59,28,11,0,48,5,30,15,35,4,-22,16,7,12,3,1,10,-9,-26,-13,-8,-152,0,-38,-30,-30,-6,-9,-14,,,-17,0,-6,-5,-10,0,-1,-7
lga,au-vic,mildura,,0,,,,,,,,,,,,,,,,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,0,0,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,,,0,0,0,0,0,0,0,0
lga,au-vic,mitchell,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,0,-1,0,0,0,0,0,0,0,0,0,0,,,0,,,,,3,-1,,,1,0,1,0,0,,0,1,-1,7,-5,1,4,2,1,1,2,-4,-1,1,-1,-2,0,-2,2,2,2,-1,4,2,2,5,-1,1,4,3,2,-1,-2,1,2,-1,2,-1,-3,0,-1,-1,-1,-14,2,-2,3,0,-1,-1,0,,,0,-3,0,0,0,-2,-1,-1
lga,au-vic,moira,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,,,,,,,,0,,,,,,,,,,,0,0,0,0,,,0,0,,,0,0,,,0,0,0,,,,,0,,,0,0,1,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,,,0,0,0,1,0,-1,0,0
lga,au-vic,monash,,0,,,0,0,,,,-1,-1,0,0,1,-1,0,-1,0,0,0,0,0,0,2,0,0,0,0,0,0,-1,0,0,1,0,0,0,0,0,,,0,,,,,-1,0,,,0,1,0,0,2,,2,7,-1,8,-6,2,6,-4,9,0,4,1,2,4,3,1,2,6,4,2,4,4,2,2,5,7,5,-5,6,1,8,1,2,-6,-2,-4,0,-4,2,-7,1,-1,6,-22,0,-6,-2,-7,2,-2,3,,,0,-1,0,0,-10,0,1,0
lga,au-vic,moonee valley,,0,,,,0,,,,-1,,,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,,,0,,,,,2,3,,,-2,5,-1,0,9,,26,21,36,2,1,19,53,14,10,4,11,-9,-5,-8,-6,8,-7,20,-10,2,-1,-4,6,-8,2,7,8,3,6,8,-1,8,-6,-3,-2,-1,-9,4,0,-4,-8,-5,-7,-88,-17,-7,-6,-9,3,-2,-11,,,0,-10,0,-3,2,-10,0,1
lga,au-vic,moorabool,,0,0,0,0,0,,,,-1,,,0,0,1,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,,,,,0,0,,,0,0,0,0,0,,0,0,0,0,0,1,1,-1,1,0,0,1,0,2,0,1,0,3,0,0,2,1,0,0,-1,0,4,-1,-1,-2,2,1,-1,-1,-1,1,0,0,0,-4,0,-4,2,2,0,0,3,-2,4,0,2,,,0,-3,0,-1,-2,0,0,0
