region_schema,region_parent,region_child,agerange,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05
admin_1,mw,mw-lk,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,,0,0,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,2,2,2,,2,2,2,2,,2,2,
admin_1,mw,mw-mc,,0,,0,0,0,0,0,0,19,19,19,20,22,22,23,23,25,25,25,25,25,29,29,,16,16,,16,16,18,,18,18,20,20,20,20,20,20,25,25,,26,27,27,27,27,27,27,27,31,31,33,35,35,,35,35,35,36,,36,36,
admin_1,mw,mw-mg,,0,,0,0,0,0,0,0,0,0,0,5,5,5,20,20,30,30,30,30,30,50,50,,50,81,,95,95,95,,95,95,95,95,100,100,106,106,106,106,,106,106,106,116,117,117,117,117,128,128,128,128,128,,130,130,130,134,,137,137,
admin_1,mw,mw-mh,,0,,0,0,0,0,0,4,4,4,4,7,7,7,7,7,7,7,7,7,7,7,7,,7,26,,37,37,37,,37,37,41,41,41,41,41,41,51,51,,51,51,51,57,57,57,57,57,57,57,57,57,57,,59,59,59,59,,62,62,
admin_1,mw,mw-mu,,1,,1,1,1,1,1,1,1,5,5,7,7,7,7,7,8,8,8,8,8,11,11,,15,17,,17,17,27,,27,27,29,30,30,30,30,30,30,30,,30,30,30,30,33,33,35,35,35,35,35,35,35,,35,35,35,39,,39,39,
admin_1,mw,mw-mw,,167,,167,167,167,167,167,167,196,196,196,196,196,199,203,199,199,199,199,210,210,210,210,,186,186,,186,186,186,,191,191,191,191,191,191,191,191,196,196,,196,196,196,196,196,196,196,196,196,196,196,228,228,,230,230,230,230,,230,230,
admin_1,mw,mw-mz,,1,,1,1,1,1,1,1,1,1,159,162,162,177,184,184,184,184,184,187,187,205,205,,205,225,,237,237,237,,312,312,332,337,337,337,353,373,373,373,,373,374,374,379,382,382,382,382,386,386,386,389,389,,405,405,405,419,,426,426,
admin_1,mw,mw-nb,,0,,0,0,0,0,0,0,19,19,19,19,21,22,22,22,22,31,31,31,31,33,33,,62,72,,83,83,89,,89,89,89,90,90,90,98,98,98,98,,98,137,137,137,137,137,145,145,145,145,166,166,166,,167,167,167,183,,187,187,
admin_1,mw,mw-ne,,1,,1,1,1,1,1,1,2,2,2,2,2,5,7,10,10,10,10,10,10,10,10,,10,10,,14,14,18,,18,18,18,30,31,31,31,38,38,58,,58,58,58,58,58,58,58,58,58,58,58,58,58,,58,58,58,58,,58,58,
admin_1,mw,mw-ni,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,1,,1,1,1,2,2,2,2,2,2,2,,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,,3,3,
admin_1,mw,mw-nk,,4,,4,4,4,4,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,22,,27,27,,27,27,27,,27,27,32,32,32,32,32,32,32,32,,32,32,32,32,32,32,32,32,38,38,38,38,38,,38,38,38,53,,59,59,
admin_1,mw,mw-ns,,0,,0,0,0,0,0,0,0,15,15,15,15,15,15,15,15,15,15,15,15,15,15,,19,19,,19,19,19,,19,19,20,20,20,20,20,20,20,20,,24,24,24,24,24,24,24,24,24,24,24,24,24,,24,24,24,29,,29,29,
admin_1,mw,mw-nu,,1,,1,1,1,1,1,1,1,10,10,10,10,11,11,11,11,13,15,15,15,17,17,,26,24,,29,29,33,,33,33,33,33,33,33,37,37,39,41,,41,41,41,41,42,42,42,42,42,42,42,42,42,,42,42,42,42,,42,42,
admin_1,mw,mw-ph,,1,,1,1,1,1,1,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,,7,6,,7,7,7,,7,7,7,7,7,7,7,7,7,8,,8,8,8,8,8,8,8,8,8,8,8,8,8,,8,8,8,8,,8,8,
admin_1,mw,mw-ru,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,12,12,,13,13,,13,13,13,,13,13,13,13,20,20,20,20,21,21,,21,21,21,21,21,21,21,21,21,21,21,21,21,,21,21,21,21,,21,21,
admin_1,mw,mw-sa,,0,,0,0,0,0,0,6,13,13,13,13,13,13,13,19,19,19,21,21,21,21,21,,21,21,,23,23,23,,23,27,27,28,28,28,31,31,32,32,,33,36,36,36,38,38,44,44,44,44,44,46,46,,46,46,46,47,,47,47,
admin_1,mw,mw-th,,1,,1,1,1,1,1,1,13,14,14,35,35,35,35,37,37,37,37,37,37,40,40,,49,40,,41,41,41,,44,44,47,47,48,48,48,48,48,48,,50,50,51,51,51,51,51,51,51,51,56,56,56,,56,56,56,57,,57,57,
admin_1,mw,mw-zo,,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,12,12,12,16,18,18,21,21,,24,24,,27,27,27,,27,29,29,29,36,36,36,36,36,36,,37,39,39,39,39,39,56,56,59,59,59,61,61,,63,63,63,63,,102,102,
admin_1,mw,unknown,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,
