region_schema,region_parent,region_child,agerange,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-13,2020-06-16,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-16,2020-08-17,2020-08-18,2020-08-21,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28
bd_district,bd-a,bd-07,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,3,0,0,0,0,0,0,1,1,0,0,3,-3,3,0,1,0,1,0,1,-1,1,0,1,0,0,0,0,0,0,9,0,0,23,0,11,0,1,7,0,4,4,7,0,0,5,38,12,0,17,0,0,0,24,0,30,5,0,0,14,0,23,15,8,0,0,1,33,0,15,0,16,0,0,0,0,41,0,0,0,17,0,12,0,9,0,11,0,16,3,0,0,8,0,5,7,1
bd_district,bd-a,bd-25,,,,,,,,,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,2,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,1,0,2,0,0,0,0,10,0,0,0,1,0,0,3,0,0,0,0,4,0,0,3,2,2,1,1,4,3,40,27,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,0,17,6,6,0,10,8,0,0,6,0,6,3,16
bd_district,bd-a,bd-50,,,,,,,,,,,0,0,3,0,0,1,-1,1,0,0,0,0,2,0,1,1,0,0,0,1,0,-10,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,14,0,1,0,0,0,1,1,0,0,1,0,9,2,0,0,2,3,0,1,1,2,48,0,0,0,59,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521,0,0,17,2,33,0,39,1,0,0,1,0,25,12,7
bd_district,bd-a,bd-51,,,,,,,0,0,1,0,0,0,0,0,0,0,5,0,3,6,-6,6,4,0,0,7,-4,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,4,0,0,0,42,5,1,0,0,1,0,0,1,0,1,22,110,50,25,0,40,0,0,0,97,0,44,7,27,0,33,37,32,15,29,22,0,44,51,0,24,0,12,0,0,0,0,120,0,0,0,30,0,11,0,23,0,12,0,61,12,0,0,13,0,7,12,5
bd_district,bd-b,bd-01,,,,,,,,,,,,,,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,-3,0,0,0,0,0,0,1,0,0,0,1,-1,2,-1,1,1,12,0,0,0,2,0,4,3,2,0,5,3,0,0,2,0,0,8,0,16,0,1,11,0,46,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,179,0,0,0,0,0,0,0,0,33,0,2,12,0,4,5,19,0,4,2,9,1,6,4,8,0,8,7,0,5,2
bd_district,bd-b,bd-04,,,,,,,,0,0,4,-2,2,1,-1,1,1,1,13,1,-1,1,4,2,0,6,0,3,3,0,1,0,12,0,1,-1,1,0,1,-1,1,2,0,0,7,0,0,0,0,23,0,0,10,1,14,1,0,0,0,0,5,0,0,0,38,27,0,10,27,1,0,1,0,0,0,0,0,0,0,445,0,0,0,0,0,327,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,396,0,14,20,8,0,0,4,0,27,4,23,4,8,33,3,0,41,5,0,33,18
bd_district,bd-b,bd-08,,0,1,0,0,3,-1,1,4,5,-5,5,0,1,4,-2,2,8,-2,2,5,7,3,-1,1,5,46,11,0,1,0,25,5,15,19,-19,32,-11,15,39,0,34,39,0,73,29,0,0,82,0,0,85,0,113,0,73,18,0,75,111,81,53,82,16,0,6,11,73,100,106,937,0,0,426,170,0,0,194,0,161,0,142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1240,0,52,69,48,18,30,55,0,44,71,45,75,52,44,45,0,57,42,0,87,30
bd_district,bd-b,bd-09,,,,,,,0,4,0,0,0,0,2,0,0,2,-2,2,0,0,0,0,0,1,2,1,-1,1,1,0,0,0,22,5,0,1,12,0,1,0,18,0,7,-2,2,5,0,0,17,0,0,0,1,3,0,2,0,0,22,0,47,25,35,5,0,12,1,6,1,99,19,37,14,18,45,53,31,32,8,58,86,0,0,44,20,34,14,42,25,16,40,35,4,28,30,51,62,51,3,9,91,32,0,27,8,3,2,17,0,15,9,17,1,8,14,29,0,7,9,0,9,6
bd_district,bd-b,bd-10,,0,0,2,0,3,0,6,0,8,-2,13,6,0,2,4,-4,2,0,4,1,-1,11,0,11,0,7,1,5,-2,4,30,0,28,0,19,61,0,94,183,56,66,-66,142,0,245,0,160,456,0,151,0,203,0,38,190,150,0,153,0,340,0,94,0,0,123,116,163,0,72,41,0,569,0,0,0,0,0,1853,0,0,0,0,1305,-951,0,1355,0,0,334,0,738,85,173,0,0,0,0,0,598,112,0,125,142,9,17,119,121,0,160,118,149,66,34,36,128,0,137,88,0,150,104
bd_district,bd-b,bd-11,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,-1,8,-7,7,6,0,4,14,0,0,0,3,13,0,0,30,-6,30,0,20,12,22,24,0,0,14,33,0,97,0,33,48,25,0,73,60,68,0,162,-64,153,61,21,0,0,0,0,131,0,107,504,0,156,0,0,0,0,0,107,0,0,0,0,285,-211,0,284,0,0,48,0,54,48,-9,0,0,0,0,0,71,98,0,23,39,2,40,15,27,0,31,35,25,6,13,11,40,0,33,19,0,50,17
bd_district,bd-b,bd-16,,,,,,,,,,,,,,0,1,-1,1,1,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,1,-1,1,0,0,1,16,1,0,22,0,28,0,14,0,3,0,0,0,0,3,13,0,49,0,63,-5,41,0,0,0,0,0,33,70,0,1,78,0,0,0,0,0,0,0,106,0,0,0,0,0,112,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,219,0,10,50,0,0,6,46,0,15,14,29,22,0,10,13,0,16,17,0,23,4
bd_district,bd-b,bd-29,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,0,2,0,0,15,0,2,0,0,9,0,0,0,0,12,0,0,0,0,0,0,0,0,10,0,0,4,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,0,0,0,0,0,0,0,0,101,0,0,12,5,0,0,0,0,11,3,0,12,0,9,0,0,8,0,0,3,0
bd_district,bd-b,bd-31,,,,,,,,,0,0,0,0,0,17,0,3,0,4,0,2,-1,1,4,0,0,4,0,0,6,2,0,0,5,0,0,2,8,1,15,0,15,-1,1,-1,1,0,15,0,-1,0,0,1,0,0,36,0,0,0,1,1,0,0,0,0,2,0,0,1,0,0,1,27,28,51,12,28,15,18,7,22,0,0,0,33,59,21,8,26,23,26,13,-13,29,29,16,10,30,25,15,22,16,0,0,53,36,-18,7,30,0,46,49,39,35,0,25,19,0,2,30,0,30,12
bd_district,bd-b,bd-47,,,,,,,,,,,,0,1,1,-1,2,-1,1,0,0,1,-1,1,1,-1,1,3,-3,3,0,8,0,5,5,-4,7,-3,3,29,0,10,20,24,0,55,-55,55,31,174,0,5,0,0,39,0,61,41,55,95,0,57,59,53,0,0,27,0,42,0,0,40,34,45,61,36,46,4,25,27,33,38,0,0,78,-2250,2351,30,35,32,20,39,26,22,21,43,30,106,44,36,31,33,40,0,56,1,9,78,73,0,85,100,50,51,6,25,50,0,71,47,0,69,52
bd_district,bd-b,bd-56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,20,0,2,1,0,0,17,0,0,6,0,10,0,2,1,2,0,0,0,0,1,0,0,1,0,0,1,0,9,0,8,3,0,33,0,0,0,0,0,129,0,0,0,0,0,24,0,0,0,0,60,0,26,16,0,0,0,0,0,0,0,109,0,0,31,6,0,0,0,0,15,8,0,14,10,12,0,0,16,3,0,6,9
bd_district,bd-c,bd-13,,-50,0,82,-71,0,0,6,232,-249,0,606,0,0,-580,-22,968,255,-1177,1418,-1404,-57,0,2476,525,-2903,3644,558,0,0,-4199,-89,177,5476,-5468,6,0,7063,-7244,8213,0,679,-8867,214,9295,939,-10120,-278,13199,-12810,12810,-12688,9,0,14371,-14825,16088,0,-15171,0,17582,-17334,17990,-18979,0,1210,-1133,78,0,-1172,1655,0,250,-1059,0,1059,-1059,397,885,0,62,-947,0,0,0,0,0,0,1182,-33,34731,-34615,34615,-34563,-168,195,635,43899,-44442,632,43810,-44420,44420,-45878,45878,0,-44346,835,-835,-62060,1062,238,-1228,65177,1778,-68071,0,-1721,71681,-71661,64,73417
bd_district,bd-c,bd-17,,,,,,,0,0,1,0,6,8,0,0,0,4,9,5,-5,10,0,6,0,3,3,-2,2,-7,0,2,0,0,-2,0,5,-1,9,4,-4,4,3,0,18,-1,33,-32,32,3,24,0,1,0,0,22,3,0,0,0,64,0,7,25,2,21,0,0,28,21,0,19,50,0,0,75,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,359,0,0,0,0,0,0,216,0,123,0,-698,0,0,0,0,0,919,-98,173,-40,149,37,30,0,135,0,0,0,0,0,0,0
bd_district,bd-c,bd-18,,0,0,0,0,0,5,6,0,41,-18,63,-45,45,63,0,12,96,23,-23,25,14,7,-7,21,-2,2,4,0,0,-8,0,16,0,0,5,-1,7,0,122,0,30,37,0,0,0,12,0,15,0,3,0,38,0,20,0,6,0,437,43,0,22,13,0,15,4,0,18,18,13,49,0,0,0,0,0,0,0,443,0,0,0,0,0,0,151,26,0,0,70,0,0,79,0,0,0,0,0,0,127,32,0,0,36,2,8,0,60,23,27,0,46,36,50,9,22,37,34,37,24,33,29
bd_district,bd-c,bd-26,,,,,0,0,6,0,3,0,0,23,-16,37,23,0,69,0,33,-33,34,0,3,11,-3,9,1,-1,1,0,1,0,0,0,0,0,3,0,0,1,0,0,1,0,0,2,-2,2,22,0,0,0,0,0,0,2,0,0,0,0,0,6,25,0,0,118,0,62,7,64,38,0,0,0,0,0,0,0,469,94,0,31,0,0,40,22,19,0,9,0,0,69,16,14,0,13,0,0,86,0,30,0,0,0,0,0,1,95,0,0,11,0,0,0,123,15,0,7,12,12,22,6
bd_district,bd-c,bd-33,,,,0,0,0,2,-2,2,0,0,0,0,1,-1,1,3,0,0,0,3,0,0,0,3,6,0,1,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,9,20,0,0,0,21,0,34,17,0,2,1,0,1,0,8,0,23,1,0,0,1,0,0,0,0,0,4,0,8,0,0,27,0,0,28,0,0,0,0,0,85,0,0,0,0,0,0,68,0,0,0,56,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,28,0,0,55,0,0,0,0,7,0,50
bd_district,bd-c,bd-35,,,,,,,0,0,9,-3,3,9,0,1,0,6,21,7,-7,9,0,0,-1,20,-4,31,1,2,0,10,4,1,51,0,34,0,4,1,-1,1,66,14,32,-32,32,71,0,0,181,0,0,20,54,0,3,40,0,0,59,61,0,115,47,0,0,220,-70,251,1,113,59,0,0,0,0,0,0,0,0,0,262,0,147,0,143,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,518,0,0,0,0,0,105,0,0,0,32,19,0,0,120,0,0,3,0,66,-44,29
bd_district,bd-c,bd-36,,0,0,0,0,2,0,6,-6,6,0,4,-4,4,0,2,0,0,1,2,1,-1,1,7,2,0,1,0,0,8,0,6,0,0,1,0,0,0,3,4,0,0,2,-2,2,6,2,0,0,0,25,6,0,5,8,0,0,0,9,51,0,1,20,0,7,21,0,45,17,81,29,0,0,72,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,207,0,0,0,0,0,0,73,0,27,0,-307,0,0,0,0,0,380,-60,72,0,22,0,0,0,17,0,0,0,0,0,0,0
bd_district,bd-c,bd-40,,0,27,0,21,16,8,24,-24,61,0,111,0,54,-20,20,79,0,81,97,0,0,59,74,0,150,74,64,0,0,34,51,0,64,0,62,45,-45,45,43,59,81,37,-37,37,45,74,0,189,0,0,35,31,79,28,0,113,0,90,0,262,0,51,0,81,141,0,97,3,44,95,0,0,127,0,0,0,175,0,0,101,0,0,78,60,0,56,0,57,23,0,-23,66,0,38,16,16,0,14,38,17,0,0,0,0,0,72,30,0,0,28,0,34,51,14,0,35,4,14,0,36,16
bd_district,bd-c,bd-42,,,,2,-2,2,0,0,16,-16,24,36,-36,65,-28,70,1,-1,6,-5,5,1,0,0,0,3,0,0,7,2,0,0,13,0,0,4,1,-1,1,0,1,0,1,-1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,5,3,0,4,2,1,0,0,4,2,1,2,5,0,0,0,0,0,0,0,0,0,215,0,51,0,46,0,0,0,72,0,0,0,2,0,124,0,58,0,0,0,78,0,0,0,0,0,-170,183,-183,31,0,22,0,0,62,0,0,0,0,0,0,0
bd_district,bd-c,bd-53,,,,,0,0,0,0,5,0,0,0,0,1,0,0,0,2,2,0,0,3,-2,2,0,0,3,0,2,0,0,0,4,0,0,0,0,0,0,0,1,3,0,0,0,6,0,0,2,0,0,30,0,1,0,2,0,0,20,2,0,0,0,0,0,0,11,6,3,5,2,0,0,68,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,251,0,0,0,0,0,0,257,0,41,0,-549,0,0,0,714,0,79,-5,0,2,0,0,0,0,335,0,0,33,-4,63,35,0
bd_district,bd-c,bd-62,,0,0,0,0,0,0,0,0,0,4,0,0,2,0,1,0,0,3,0,0,11,0,2,0,0,6,0,5,5,0,14,1,-1,1,2,8,-5,0,0,7,-1,5,0,0,0,3,0,6,0,0,4,0,5,0,30,0,0,5,-4,5,0,17,0,11,4,0,0,16,7,21,0,0,109,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,175,0,0,0,0,0,0,148,0,44,0,-367,0,0,0,0,0,458,-140,153,-45,303,0,0,0,-15,0,0,0,0,85,0,18
bd_district,bd-c,bd-63,,,,,0,0,0,0,0,5,0,2,0,0,0,0,1,0,3,3,5,0,2,0,1,4,0,1,0,1,-1,1,0,1,0,0,0,1,0,3,0,0,0,5,1,0,2,0,7,0,0,1,0,0,1,0,0,0,0,0,1,0,0,2,0,1,-1,1,0,0,1,0,100,0,0,41,0,0,100,0,0,83,0,0,63,0,84,0,43,0,0,98,49,36,46,0,132,60,52,41,38,0,0,0,96,7,7,38,51,33,0,69,0,130,28,36,37,45,25,43,26,43
bd_district,bd-d,bd-05,,,,,,,,,,,,,,,0,1,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,2,0,3,0,0,0,2,0,0,0,4,0,0,1,0,0,17,7,0,0,4,0,0,0,14,3,4,0,2,0,0,0,0,0,0,0,34,0,0,0,0,0,0,88,23,32,15,0,0,36,0,0,39,0,0,108,3,28,2,0,26,8,0,26,2,1,0,0,5,4,0,13,2,0,17,2,0,21,1,3
bd_district,bd-d,bd-12,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,-6,6,0,0,0,0,1,0,0,0,0,0,6,0,8,-8,8,2,-2,7,0,11,38,8,-8,8,0,2,0,-3,0,0,0,1,1,0,1,4,0,6,0,2,2,2,0,0,15,-9,13,0,5,1,0,7,0,0,0,0,0,27,0,0,0,0,0,0,39,14,15,16,0,0,41,0,0,82,0,0,65,7,37,24,0,29,35,0,15,30,71,0,0,60,23,0,55,16,0,0,10,0,53,17,0
bd_district,bd-d,bd-22,,,,,,,,,,,,,,,0,0,0,4,0,0,2,15,-15,19,36,1,0,0,0,0,0,0,12,4,-4,4,0,5,0,5,0,0,19,0,1,-1,8,0,24,0,0,0,2,0,2,0,0,0,4,0,6,0,5,0,5,13,-11,23,2,32,26,0,41,0,0,0,0,0,193,0,0,0,0,0,0,236,0,107,65,0,0,147,0,0,123,0,0,203,2,107,2,0,52,107,0,4,43,76,0,0,120,61,9,15,8,0,58,46,0,114,56,75
bd_district,bd-d,bd-23,,,,,,,,,,,,,,,,,,,,,,,4,0,8,0,0,0,0,0,0,14,0,0,5,-4,6,1,-1,1,2,1,0,0,1,-1,1,1,1,0,1,0,0,0,0,0,0,0,2,0,7,0,0,0,0,2,0,9,0,2,15,0,0,0,0,0,0,0,112,0,0,0,0,0,0,138,0,74,46,0,0,86,0,0,43,0,0,145,7,28,35,0,43,61,0,4,29,36,0,0,21,60,9,61,16,0,0,0,0,107,41,22
bd_district,bd-d,bd-27,,,,,,,,,,,0,0,0,0,0,2,0,0,0,1,2,1,0,0,1,0,3,2,0,3,0,0,1,3,0,0,0,0,2,0,1,0,4,0,6,0,4,0,10,0,4,5,0,11,0,6,0,0,3,24,0,23,2,30,0,32,0,45,24,32,7,0,235,0,0,0,0,0,649,0,0,0,0,0,0,595,0,166,104,0,0,213,0,0,224,0,0,273,53,116,64,0,53,91,0,39,49,78,0,-532,208,59,470,87,50,0,32,33,0,65,46,30
bd_district,bd-d,bd-30,,,,,,,,,,,,,,,,,,,0,0,2,0,0,0,9,-3,5,1,0,0,0,2,2,-2,2,1,-1,3,0,0,2,0,2,-2,2,9,-4,4,0,0,0,3,0,0,4,0,19,0,12,11,0,9,16,0,16,7,9,18,0,26,15,0,0,0,0,0,0,0,173,0,0,0,0,0,0,230,0,81,32,0,0,90,0,0,94,0,0,145,34,66,48,0,17,49,0,81,74,92,0,0,140,61,-24,61,72,0,1,13,0,89,27,64
bd_district,bd-d,bd-37,,,,,,,,,,,,,,,,,,,0,0,1,0,0,2,0,3,1,-1,1,0,0,0,0,3,1,0,2,-2,6,4,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-1,0,5,3,5,0,0,0,9,1,4,9,1,0,0,0,0,0,0,0,72,0,0,0,0,0,0,22,0,46,23,0,0,43,0,0,31,0,0,52,10,24,0,0,20,20,0,8,26,31,0,0,34,24,-2,29,12,0,13,17,0,23,0,0
bd_district,bd-d,bd-39,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,1,5,0,10,1,0,1,0,0,0,5,0,0,0,1,1,0,0,0,0,0,0,0,33,0,0,0,0,0,0,5,3,8,4,0,0,13,0,0,12,0,0,14,0,2,11,0,8,15,0,1,28,3,0,0,24,15,10,30,7,0,0,0,0,71,12,10
bd_district,bd-d,bd-43,,,,,,,,,,,0,0,0,0,1,0,0,0,0,5,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,1,0,1,-1,1,3,-3,3,6,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,4,0,2,16,1,1,2,0,0,0,0,0,0,0,124,0,0,0,0,0,0,84,30,31,13,0,0,74,0,0,15,0,0,101,30,45,0,0,32,30,0,41,27,21,0,0,24,20,-70,40,3,0,13,1,0,26,2,3
bd_district,bd-d,bd-58,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,0,1,-1,1,0,24,0,6,0,1,0,0,3,3,0,0,0,3,0,1,0,2,0,0,0,5,2,4,2,0,0,0,0,0,0,0,0,41,0,0,0,0,0,0,134,58,38,2,0,0,55,0,0,60,0,0,106,8,29,2,0,34,22,0,8,12,12,0,0,47,2,-23,43,13,0,10,10,0,39,0,6
